field_id,year,core_id,lat,lon,shac_id,depth,soc,bd
,2020,6227,37.79444895,-98.03837332,KS20-0243,50 - 98,0.14000000000000001,1.7367321510100719
,2020,6228,37.79409439,-98.03839707,KS20-0244,0 - 15,0.72999999999999998,1.7296076766221846
,2020,6228,37.79409439,-98.03839707,KS20-0245,15 - 30,0.59999999999999998,1.6431410061983305
,2020,6228,37.79409439,-98.03839707,KS20-0246,30 - 50,0.56000000000000005,1.5833277788054452
,2020,6228,37.79409439,-98.03839707,KS20-0247,50 - 96,0.28999999999999998,1.6293184096227478
,2020,6229,37.79364015,-98.03828845,KS20-0248,0 - 15,0.68999999999999995,1.6327188847590839
,2020,6229,37.79364015,-98.03828845,KS20-0249,15 - 30,0.60999999999999999,1.7799286750693151
,2020,6229,37.79364015,-98.03828845,KS20-0250,30 - 50,0.56000000000000005,1.7104464254524216
,2020,6229,37.79364015,-98.03828845,KS20-0251,50 - 96,0.22,1.6978852580371699
,2020,6230,37.79337307,-98.03781027,KS20-0252,0 - 15,0.91000000000000003,1.6111400241044109
,2020,6230,37.79337307,-98.03781027,KS20-0253,15 - 30,0.73999999999999999,1.6756366196048205
,2020,6230,37.79337307,-98.03781027,KS20-0254,30 - 50,0.63,1.5878824841830284
,2020,6230,37.79337307,-98.03781027,KS20-0255,50 - 100,0.28000000000000003,1.5801630542933498
,2020,6231,37.79282701,-98.03807129,KS20-0256,0 - 15,1.1399999999999999,1.5419906672998467
,2020,6231,37.79282701,-98.03807129,KS20-0257,15 - 30,0.68000000000000005,1.709604298747345
,2020,6231,37.79282701,-98.03807129,KS20-0258,30 - 50,0.47999999999999998,1.7348879294019981
,2020,6231,37.79282701,-98.03807129,KS20-0259,50 - 100,0.20999999999999999,1.7782884007526498
,2020,6232,37.79244366,-98.0383842,KS20-0260,0 - 15,0.78000000000000003,1.678770314809618
,2020,6232,37.79244366,-98.0383842,KS20-0261,15 - 30,0.66000000000000003,1.6098915789635113
,2020,6232,37.79244366,-98.0383842,KS20-0262,30 - 50,0.66000000000000003,1.6734924989561264
,2020,6232,37.79244366,-98.0383842,KS20-0263,50 - 100,0.23999999999999999,1.756096277887329
,2020,6233,37.79220482,-98.03953404,KS20-0264,0 - 15,0.78000000000000003,1.6611387403578801
,2020,6233,37.79220482,-98.03953404,KS20-0265,15 - 30,0.78000000000000003,1.703745451065561
,2020,6233,37.79220482,-98.03953404,KS20-0266,30 - 50,0.40999999999999998,1.4401260344546112
,2020,6233,37.79220482,-98.03953404,KS20-0267,50 - 100,0.23000000000000001,1.7270348995378719
,2020,6234,37.7926713,-98.0396541,KS20-0268,0 - 15,0.78000000000000003,1.6294426452634807
,2020,6234,37.7926713,-98.0396541,KS20-0269,15 - 30,0.73999999999999999,1.7154279757642725
,2020,6234,37.7926713,-98.0396541,KS20-0270,30 - 50,0.64000000000000001,1.5236130884972479
,2020,6234,37.7926713,-98.0396541,KS20-0271,50 - 100,0.27000000000000002,1.6754602558970719
,2020,6235,37.79284452,-98.03918704,KS20-0272,0 - 15,0.85999999999999999,1.4753001830473069
,2020,6235,37.79284452,-98.03918704,KS20-0273,15 - 30,0.63,1.5169424902141833
,2020,6235,37.79284452,-98.03918704,KS20-0274,30 - 50,0.37,1.6789382366663472
,2020,6235,37.79284452,-98.03918704,KS20-0275,50 - 100,0.20999999999999999,1.7548261296973375
,2020,6236,37.79321669,-98.03884532,KS20-0276,0 - 15,0.77000000000000002,1.7126012914112247
,2020,6236,37.79321669,-98.03884532,KS20-0277,15 - 30,0.60999999999999999,1.6802235385623812
,2020,6236,37.79321669,-98.03884532,KS20-0278,30 - 50,0.55000000000000004,1.6365645392377777
,2020,6236,37.79321669,-98.03884532,KS20-0279,50 - 98,0.20000000000000001,1.6705112747415984
,2020,6237,37.79366193,-98.03894749,KS20-0280,0 - 15,0.85999999999999999,1.6458066916754057
,2020,6237,37.79366193,-98.03894749,KS20-0281,15 - 30,0.77000000000000002,1.5889734613087121
,2020,6237,37.79366193,-98.03894749,KS20-0282,30 - 50,0.45000000000000001,1.6694726547649552
,2020,6237,37.79366193,-98.03894749,KS20-0283,50 - 100,0.17999999999999999,1.7184401303192254
,2020,6238,37.79373607,-98.03884266,KS20-0284,0 - 15,1.0700000000000001,1.6280259994996229
,2020,6238,37.79373607,-98.03884266,KS20-0285,15 - 30,0.63,1.7309768145157547
,2020,6238,37.79373607,-98.03884266,KS20-0286,30 - 50,0.39000000000000001,1.7294712427640675
,2020,6238,37.79373607,-98.03884266,KS20-0287,50 - 100,0.22,1.7996872994143236
,2020,6239,37.79401087,-98.03962824,KS20-0288,0 - 15,0.79000000000000004,1.6579815180309905
,2020,6239,37.79401087,-98.03962824,KS20-0289,15 - 30,0.68999999999999995,1.6038232887542518
,2020,6239,37.79401087,-98.03962824,KS20-0290,30 - 50,0.56000000000000005,1.4455386707031852
,2020,6239,37.79401087,-98.03962824,KS20-0291,50 - 99,0.17999999999999999,1.7529650124070952
,2020,6240,37.79420267,-98.03940759,KS20-0292,0 - 15,0.60999999999999999,1.5355386971025347
,2020,6240,37.79420267,-98.03940759,KS20-0293,15 - 30,0.56999999999999995,1.6074483961777633
,2020,6240,37.79420267,-98.03940759,KS20-0294,30 - 50,0.56999999999999995,1.6315912115812843
,2020,6240,37.79420267,-98.03940759,KS20-0295,50 - 99,0.32000000000000001,1.6378649403775205
,2020,6241,37.79419051,-98.03951904,KS20-0296,0 - 15,0.81999999999999995,1.6676860759998553
,2020,6241,37.79419051,-98.03951904,KS20-0297,15 - 30,0.64000000000000001,1.6678655455721261
,2020,6241,37.79419051,-98.03951904,KS20-0298,30 - 50,0.53000000000000003,1.6381790952878774
,2020,6241,37.79419051,-98.03951904,KS20-0299,50 - 97,0.28999999999999998,1.6751396294797734
,2020,6242,37.79519775,-98.0404084,KS20-0300,0 - 15,0.82999999999999996,1.6793821739175911
,2020,6242,37.79519775,-98.0404084,KS20-0301,15 - 30,0.76000000000000001,1.6649956779920554
,2020,6242,37.79519775,-98.0404084,KS20-0302,30 - 50,0.56999999999999995,1.654388419318747
,2020,6242,37.79519775,-98.0404084,KS20-0303,50 - 97,0.26000000000000001,1.6999990365736735
,2020,6243,37.79457572,-98.04144439,KS20-0304,0 - 15,0.80000000000000004,1.6478784791007057
,2020,6243,37.79457572,-98.04144439,KS20-0305,15 - 30,0.48999999999999999,1.7175924372537046
,2020,6243,37.79457572,-98.04144439,KS20-0306,30 - 50,0.35999999999999999,1.6837998413424795
,2020,6243,37.79457572,-98.04144439,KS20-0307,50 - 99,0.19,1.6686208073158211
,2020,6244,37.79448362,-98.04167215,KS20-0308,0 - 15,0.81000000000000005,1.6098213649250828
,2020,6244,37.79448362,-98.04167215,KS20-0309,15 - 30,0.42999999999999999,1.7466917649280926
,2020,6244,37.79448362,-98.04167215,KS20-0310,30 - 50,0.25,1.7119942439772704
,2020,6244,37.79448362,-98.04167215,KS20-0311,50 - 100,0.089999999999999997,1.6396481702957746
,2020,6245,37.79493152,-98.04199942,KS20-0312,0 - 15,0.79000000000000004,1.6779292610484828
,2020,6245,37.79493152,-98.04199942,KS20-0313,15 - 30,0.52000000000000002,1.72001016750462
,2020,6245,37.79493152,-98.04199942,KS20-0314,30 - 50,0.40000000000000002,1.7289877765067978
,2020,6245,37.79493152,-98.04199942,KS20-0315,50 - 99,0.12,1.7367826469207499
,2020,6246,37.79512718,-98.04198383,KS20-0316,0 - 15,0.81999999999999995,1.6008567053151139
,2020,6246,37.79512718,-98.04198383,KS20-0317,15 - 30,0.62,1.7186187039462757
,2020,6246,37.79512718,-98.04198383,KS20-0318,30 - 50,0.48999999999999999,1.6930022053906539
,2020,6246,37.79512718,-98.04198383,KS20-0319,50 - 97,0.17000000000000001,1.7180939227780607
,2020,6247,37.7950341,-98.04232205,KS20-0320,0 - 15,0.60999999999999999,1.6106120155344421
,2020,6247,37.7950341,-98.04232205,KS20-0321,15 - 30,0.48999999999999999,1.7452420988541397
,2020,6247,37.7950341,-98.04232205,KS20-0322,30 - 50,0.28999999999999998,1.6637967538096803
,2020,6247,37.7950341,-98.04232205,KS20-0323,50 - 98,0.059999999999999998,1.7195678626174322
,2020,6248,37.79475625,-98.04268661,KS20-0324,0 - 15,0.60999999999999999,1.575578231039571
,2020,6248,37.79475625,-98.04268661,KS20-0325,15 - 30,0.54000000000000004,1.7539403834093601
,2020,6248,37.79475625,-98.04268661,KS20-0326,30 - 50,0.56999999999999995,1.6082051358222691
,2020,6248,37.79475625,-98.04268661,KS20-0327,50 - 99,0.17999999999999999,1.7518172440694308
,2020,6249,37.79430063,-98.04247054,KS20-0328,0 - 15,0.63,1.5861336540068043
,2020,6249,37.79430063,-98.04247054,KS20-0329,15 - 30,0.53000000000000003,1.7004721087359407
,2020,6249,37.79430063,-98.04247054,KS20-0330,30 - 50,0.39000000000000001,1.6815095592913762
,2020,6249,37.79430063,-98.04247054,KS20-0331,50 - 96,0.11,1.7274496986092509
,2020,6250,37.79413381,-98.04291837,KS20-0332,0 - 15,0.75,1.582632071824853
,2020,6250,37.79413381,-98.04291837,KS20-0333,15 - 30,0.65000000000000002,1.7069564196555225
,2020,6250,37.79413381,-98.04291837,KS20-0334,30 - 50,0.45000000000000001,1.7290184696431459
,2020,6250,37.79413381,-98.04291837,KS20-0335,50 - 99,0.17999999999999999,1.7536189667900037
,2020,6251,37.79486498,-98.04300536,KS20-0336,0 - 15,0.64000000000000001,1.6081388200383215
,2020,6251,37.79486498,-98.04300536,KS20-0337,15 - 30,0.53000000000000003,1.6859867797083461
,2020,6251,37.79486498,-98.04300536,KS20-0338,30 - 50,0.41999999999999998,1.7202665596574298
,2020,6251,37.79486498,-98.04300536,KS20-0339,50 - 98,0.14000000000000001,1.7172881290147273
,2020,6252,37.79469299,-98.0443983,KS20-0340,0 - 15,0.60999999999999999,1.6724817517746171
,2020,6252,37.79469299,-98.0443983,KS20-0341,15 - 30,0.56000000000000005,1.7437413849708054
,2020,6252,37.79469299,-98.0443983,KS20-0342,30 - 50,0.38,1.6657520114303694
,2020,6252,37.79469299,-98.0443983,KS20-0343,50 - 98,0.14999999999999999,1.7330386002286633
,2020,6253,37.79441378,-98.04428207,KS20-0344,0 - 15,0.77000000000000002,1.6699980628470714
,2020,6253,37.79441378,-98.04428207,KS20-0345,15 - 30,0.62,1.7012921232098357
,2020,6253,37.79441378,-98.04428207,KS20-0346,30 - 50,0.35999999999999999,1.7098048237869472
,2020,6253,37.79441378,-98.04428207,KS20-0347,50 - 97,0.11,1.6558043849674251
,2020,6254,37.79442343,-98.04496596,KS20-0348,0 - 15,1.1100000000000001,1.3767009930004288
,2020,6254,37.79442343,-98.04496596,KS20-0349,15 - 30,0.72999999999999998,1.7408273787365103
,2020,6254,37.79442343,-98.04496596,KS20-0350,30 - 50,0.58999999999999997,1.6856815975465085
,2020,6254,37.79442343,-98.04496596,KS20-0351,50 - 100,0.27000000000000002,1.7597302955445731
,2020,6255,37.79433431,-98.04529423,KS20-0352,0 - 15,0.81000000000000005,1.5126881880394092
,2020,6255,37.79433431,-98.04529423,KS20-0353,15 - 30,0.73999999999999999,1.6986324089809197
,2020,6255,37.79433431,-98.04529423,KS20-0354,30 - 50,0.45000000000000001,1.6749863098023154
,2020,6255,37.79433431,-98.04529423,KS20-0355,50 - 97,0.16,1.8041784235206004
,2020,6256,37.79414609,-98.04532575,KS20-0356,0 - 15,0.91000000000000003,1.4241097820157371
,2020,6256,37.79414609,-98.04532575,KS20-0357,15 - 30,0.56999999999999995,1.7674933072229975
,2020,6256,37.79414609,-98.04532575,KS20-0358,30 - 50,0.34000000000000002,1.7319635207820299
,2020,6256,37.79414609,-98.04532575,KS20-0359,50 - 98,0.19,1.8350214071161666
,2020,6257,37.79386476,-98.04449892,KS20-0360,0 - 15,0.93000000000000005,1.4269115402166308
,2020,6257,37.79386476,-98.04449892,KS20-0361,15 - 30,0.57999999999999996,1.738263106136607
,2020,6257,37.79386476,-98.04449892,KS20-0362,30 - 50,0.26000000000000001,1.8261651405541239
,2020,6257,37.79386476,-98.04449892,KS20-0363,50 - 100,0.14000000000000001,1.8590816720624115
,2020,6258,37.79342488,-98.04395007,KS20-0364,0 - 15,0.63,1.6386479714180211
,2020,6258,37.79342488,-98.04395007,KS20-0365,15 - 30,0.38,1.8307830084608183
,2020,6258,37.79342488,-98.04395007,KS20-0366,30 - 50,0.23000000000000001,1.7964186037584071
,2020,6258,37.79342488,-98.04395007,KS20-0367,50 - 97,0.050000000000000003,1.7495315997675434
,2020,6259,37.7934114,-98.04325617,KS20-0368,0 - 15,0.92000000000000004,1.3724129458371546
,2020,6259,37.7934114,-98.04325617,KS20-0369,15 - 30,0.68000000000000005,1.6631147703282252
,2020,6259,37.7934114,-98.04325617,KS20-0370,30 - 50,0.5,1.6451089369971306
,2020,6259,37.7934114,-98.04325617,KS20-0371,50 - 97,0.20999999999999999,1.7932016831898321
,2020,6260,37.7931444,-98.04288859,KS20-0372,0 - 15,0.64000000000000001,1.6357820509332448
,2020,6260,37.7931444,-98.04288859,KS20-0373,15 - 30,0.46000000000000002,1.644293812498673
,2020,6260,37.7931444,-98.04288859,KS20-0374,30 - 50,0.39000000000000001,1.7392092211700951
,2020,6260,37.7931444,-98.04288859,KS20-0375,50 - 98,0.17000000000000001,1.7280485116625512
,2020,6261,37.79277528,-98.04316874,KS20-0376,0 - 15,0.90000000000000002,1.5479863076432727
,2020,6261,37.79277528,-98.04316874,KS20-0377,15 - 30,0.75,1.7780296335471073
,2020,6261,37.79277528,-98.04316874,KS20-0378,30 - 50,0.5,1.8464138441914184
,2020,6261,37.79277528,-98.04316874,KS20-0379,50 - 98,0.16,1.7623260651753683
,2020,6262,37.79268956,-98.04364086,KS20-0380,0 - 15,0.76000000000000001,1.6014965304672095
,2020,6262,37.79268956,-98.04364086,KS20-0381,15 - 30,0.67000000000000004,1.6490861432035682
,2020,6262,37.79268956,-98.04364086,KS20-0382,30 - 50,0.35999999999999999,1.7481041841687748
,2020,6262,37.79268956,-98.04364086,KS20-0383,50 - 100,0.17000000000000001,1.8270666838173342
,2020,6263,37.7926993,-98.04418111,KS20-0384,0 - 15,0.76000000000000001,1.4219093697746537
,2020,6263,37.7926993,-98.04418111,KS20-0385,15 - 30,0.63,1.718750988981802
,2020,6263,37.7926993,-98.04418111,KS20-0386,30 - 50,0.38,1.7097349409051266
,2020,6263,37.7926993,-98.04418111,KS20-0387,50 - 100,0.070000000000000007,1.8292825202054965
,2020,6264,37.79288713,-98.04429853,KS20-0388,0 - 15,0.90000000000000002,1.4506785987352739
,2020,6264,37.79288713,-98.04429853,KS20-0389,15 - 30,0.56999999999999995,1.6666100388233198
,2020,6264,37.79288713,-98.04429853,KS20-0390,30 - 50,0.33000000000000002,1.8788464871916402
,2020,6264,37.79288713,-98.04429853,KS20-0391,50 - 100,0.10000000000000001,1.7564188105051994
,2020,6265,37.79288679,-98.04498407,KS20-0392,0 - 15,1,1.4105319410141959
,2020,6265,37.79288679,-98.04498407,KS20-0393,15 - 30,0.73999999999999999,1.5452542344250926
,2020,6265,37.79288679,-98.04498407,KS20-0394,30 - 50,0.38,1.6930550308208876
,2020,6265,37.79288679,-98.04498407,KS20-0395,50 - 98,0.12,1.717665880981694
,2020,6266,37.7933412,-98.04521038,KS20-0396,0 - 15,1.01,1.2626486672155892
,2020,6266,37.7933412,-98.04521038,KS20-0397,15 - 30,0.77000000000000002,1.5252409695684543
,2020,6266,37.7933412,-98.04521038,KS20-0398,30 - 50,0.5,1.5637087589115231
,2020,6266,37.7933412,-98.04521038,KS20-0399,50 - 97,0.13,1.6324981499056681
,2020,6267,37.79261332,-98.04523245,KS20-0400,0 - 15,0.88,1.5114733794545101
,2020,6267,37.79261332,-98.04523245,KS20-0401,15 - 30,0.70999999999999996,1.5543973560434834
,2020,6267,37.79261332,-98.04523245,KS20-0402,30 - 50,0.29999999999999999,1.6575443220592307
,2020,6267,37.79261332,-98.04523245,KS20-0403,50 - 96,0.089999999999999997,1.5069018200305242
,2020,6268,37.79234091,-98.04429017,KS20-0404,0 - 15,0.96999999999999997,1.4540682680550068
,2020,6268,37.79234091,-98.04429017,KS20-0405,15 - 30,0.77000000000000002,1.6346371632492653
,2020,6268,37.79234091,-98.04429017,KS20-0406,30 - 50,0.37,1.8734786976741815
,2020,6268,37.79234091,-98.04429017,KS20-0407,50 - 100,0.14999999999999999,1.7934559826219494
,2020,6269,37.79250361,-98.04248687,KS20-0408,0 - 15,1.01,1.5393952424805217
,2020,6269,37.79250361,-98.04248687,KS20-0409,15 - 30,0.89000000000000001,1.6808134569832291
,2020,6269,37.79250361,-98.04248687,KS20-0410,30 - 50,0.51000000000000001,1.7338283052722872
,2020,6269,37.79250361,-98.04248687,KS20-0411,50 - 98,0.26000000000000001,1.7975423012892391
,2020,6270,37.79223057,-98.04123886,KS20-0412,0 - 15,0.72999999999999998,1.6757600372799148
,2020,6270,37.79223057,-98.04123886,KS20-0413,15 - 30,0.62,1.821114516040937
,2020,6270,37.79223057,-98.04123886,KS20-0414,30 - 50,0.62,1.6758522650180707
,2020,6270,37.79223057,-98.04123886,KS20-0415,50 - 98,0.28999999999999998,1.7140374277403143
,2020,6271,37.79347894,-98.04123089,KS20-0416,0 - 15,0.68999999999999995,1.6832462123782215
,2020,6271,37.79347894,-98.04123089,KS20-0417,15 - 30,0.60999999999999999,1.7584263266786102
,2020,6271,37.79347894,-98.04123089,KS20-0418,30 - 50,0.40999999999999998,1.7128217081152344
,2020,6271,37.79347894,-98.04123089,KS20-0419,50 - 96,0.080000000000000002,1.7524468387428696
,2020,6272,37.79339275,-98.0409942,KS20-0420,0 - 15,0.87,1.5639972378772544
,2020,6272,37.79339275,-98.0409942,KS20-0421,15 - 30,0.60999999999999999,1.6544683772777466
,2020,6272,37.79339275,-98.0409942,KS20-0422,30 - 50,0.60999999999999999,1.7210011597176886
,2020,6272,37.79339275,-98.0409942,KS20-0423,50 - 97,0.28000000000000003,1.7109702316347422
,2020,6273,37.7929382,-98.04030913,KS20-0424,0 - 15,0.82999999999999996,1.7779071098675834
,2020,6273,37.7929382,-98.04030913,KS20-0425,15 - 30,0.73999999999999999,1.6686831070959456
,2020,6273,37.7929382,-98.04030913,KS20-0426,30 - 50,0.62,1.5928735074960145
,2020,6273,37.7929382,-98.04030913,KS20-0427,50 - 100,0.26000000000000001,1.6438540839111475
,2020,6274,37.79312363,-98.03985731,KS20-0428,0 - 15,0.87,1.4821814593519287
,2020,6274,37.79312363,-98.03985731,KS20-0429,15 - 30,0.70999999999999996,1.8295816862013812
,2020,6274,37.79312363,-98.03985731,KS20-0430,30 - 50,0.53000000000000003,1.6506733887845488
,2020,6274,37.79312363,-98.03985731,KS20-0431,50 - 99,0.23000000000000001,1.5937550242989036
GMP-Field-64,2020,6535,37.96236827,-98.04985311,KS20-0432,0 - 15,0.66000000000000003,1.8248311355681679
GMP-Field-64,2020,6535,37.96236827,-98.04985311,KS20-0433,15 - 30,0.56999999999999995,1.5376890862381016
GMP-Field-64,2020,6535,37.96236827,-98.04985311,KS20-0434,30 - 50,0.56000000000000005,1.5648684816705023
GMP-Field-64,2020,6535,37.96236827,-98.04985311,KS20-0435,50 - 100,0.28000000000000003,1.6735212577100735
GMP-Field-64,2020,6536,37.96218678,-98.04951901,KS20-0436,0 - 15,1.0800000000000001,1.5291100765187733
GMP-Field-64,2020,6536,37.96218678,-98.04951901,KS20-0437,15 - 30,0.65000000000000002,1.6009977755950024
GMP-Field-64,2020,6536,37.96218678,-98.04951901,KS20-0438,30 - 50,0.44,1.5789884295291388
GMP-Field-64,2020,6536,37.96218678,-98.04951901,KS20-0439,50 - 100,0.20000000000000001,1.6301925862974356
GMP-Field-64,2020,6537,37.96191875,-98.04893719,KS20-0440,0 - 15,0.68999999999999995,1.695018215556366
GMP-Field-64,2020,6537,37.96191875,-98.04893719,KS20-0441,15 - 30,0.56999999999999995,1.505727998654119
GMP-Field-64,2020,6537,37.96191875,-98.04893719,KS20-0442,30 - 50,0.85999999999999999,1.4083739800944117
GMP-Field-64,2020,6537,37.96191875,-98.04893719,KS20-0443,50 - 100,0.47999999999999998,1.6084524028676672
GMP-Field-64,2020,6538,37.96137387,-98.04871546,KS20-0444,0 - 15,1.04,1.663811467827468
GMP-Field-64,2020,6538,37.96137387,-98.04871546,KS20-0445,15 - 30,0.81000000000000005,1.4343555174291349
GMP-Field-64,2020,6538,37.96137387,-98.04871546,KS20-0446,30 - 50,0.57999999999999996,1.4395470712897218
GMP-Field-64,2020,6538,37.96137387,-98.04871546,KS20-0447,50 - 98,0.22,1.7002221545788287
GMP-Field-64,2020,6539,37.96090801,-98.04771581,KS20-0448,0 - 15,0.66000000000000003,1.5922440388929804
GMP-Field-64,2020,6539,37.96090801,-98.04771581,KS20-0449,15 - 30,0.48999999999999999,1.6801237310310995
GMP-Field-64,2020,6539,37.96090801,-98.04771581,KS20-0450,30 - 50,0.53000000000000003,1.6371329037399813
GMP-Field-64,2020,6539,37.96090801,-98.04771581,KS20-0451,50 - 99,0.42999999999999999,1.6653347037753408
GMP-Field-64,2020,6540,37.96208184,-98.04724161,KS20-0452,0 - 15,0.72999999999999998,1.5959451297797169
GMP-Field-64,2020,6540,37.96208184,-98.04724161,KS20-0453,15 - 30,0.40999999999999998,1.6422682061450486
GMP-Field-64,2020,6540,37.96208184,-98.04724161,KS20-0454,30 - 50,0.53000000000000003,1.5690940713401633
GMP-Field-64,2020,6540,37.96208184,-98.04724161,KS20-0455,50 - 99,0.34000000000000002,1.6637821938105615
GMP-Field-64,2020,6541,37.96180476,-98.04655481,KS20-0456,0 - 15,0.64000000000000001,1.3495151372510708
GMP-Field-64,2020,6541,37.96180476,-98.04655481,KS20-0457,15 - 30,0.48999999999999999,1.7837495805141583
GMP-Field-64,2020,6541,37.96180476,-98.04655481,KS20-0458,30 - 50,0.46999999999999997,1.8189553508659682
GMP-Field-64,2020,6541,37.96180476,-98.04655481,KS20-0459,50 - 100,0.38,1.8802524223836494
GMP-Field-64,2020,6542,37.96170374,-98.04621798,KS20-0460,0 - 15,0.82999999999999996,1.5416388822685521
GMP-Field-64,2020,6542,37.96170374,-98.04621798,KS20-0461,15 - 30,0.78000000000000003,1.5594116932980933
GMP-Field-64,2020,6542,37.96170374,-98.04621798,KS20-0462,30 - 50,0.72999999999999998,1.5093931050796512
GMP-Field-64,2020,6542,37.96170374,-98.04621798,KS20-0463,50 - 100,0.40999999999999998,1.7306373711122558
GMP-Field-64,2020,6543,37.96243378,-98.04617934,KS20-0464,0 - 15,0.64000000000000001,1.3864555336012157
GMP-Field-64,2020,6543,37.96243378,-98.04617934,KS20-0465,15 - 30,0.54000000000000004,1.5999800258708377
GMP-Field-64,2020,6543,37.96243378,-98.04617934,KS20-0466,30 - 50,0.5,1.5281600077066313
GMP-Field-64,2020,6543,37.96243378,-98.04617934,KS20-0467,50 - 98,0.35999999999999999,1.5415039875010825
GMP-Field-64,2020,6544,37.96188785,-98.045191,KS20-0468,0 - 15,0.60999999999999999,1.5153585613856906
GMP-Field-64,2020,6544,37.96188785,-98.045191,KS20-0469,15 - 30,0.44,1.7068530951091734
GMP-Field-64,2020,6544,37.96188785,-98.045191,KS20-0470,30 - 50,0.40999999999999998,1.5754263677835907
GMP-Field-64,2020,6544,37.96188785,-98.045191,KS20-0471,50 - 99,0.44,1.4664184461427767
GMP-Field-64,2020,6545,37.96152033,-98.04506486,KS20-0472,0 - 15,0.58999999999999997,1.4106338304129495
GMP-Field-64,2020,6545,37.96152033,-98.04506486,KS20-0473,15 - 30,0.53000000000000003,1.6763754798570512
GMP-Field-64,2020,6545,37.96152033,-98.04506486,KS20-0474,30 - 50,0.55000000000000004,1.454407107293481
GMP-Field-64,2020,6545,37.96152033,-98.04506486,KS20-0475,50 - 100,0.48999999999999999,1.5358469413450155
GMP-Field-64,2020,6546,37.96132977,-98.04508126,KS20-0476,0 - 15,0.58999999999999997,1.4534618269856701
GMP-Field-64,2020,6546,37.96132977,-98.04508126,KS20-0477,15 - 30,0.33000000000000002,1.479732199688883
GMP-Field-64,2020,6546,37.96132977,-98.04508126,KS20-0478,30 - 50,0.32000000000000001,1.5433396247297919
GMP-Field-64,2020,6546,37.96132977,-98.04508126,KS20-0479,50 - 100,0.54000000000000004,1.4802917848905832
GMP-Field-64,2020,6547,37.9610545,-98.04383525,KS20-0480,0 - 15,0.64000000000000001,1.4935703179925832
GMP-Field-64,2020,6547,37.9610545,-98.04383525,KS20-0481,15 - 30,0.27000000000000002,1.6502691564166851
GMP-Field-64,2020,6547,37.9610545,-98.04383525,KS20-0482,30 - 50,0.51000000000000001,1.5386526566585936
GMP-Field-64,2020,6547,37.9610545,-98.04383525,KS20-0483,50 - 100,0.29999999999999999,1.7055129828903761
GMP-Field-64,2020,6548,37.96169774,-98.04348467,KS20-0484,0 - 15,0.84999999999999998,1.4944430300472735
GMP-Field-64,2020,6548,37.96169774,-98.04348467,KS20-0485,15 - 30,0.81999999999999995,1.6255244173576846
GMP-Field-64,2020,6548,37.96169774,-98.04348467,KS20-0486,30 - 50,0.65000000000000002,1.479241942483043
GMP-Field-64,2020,6548,37.96169774,-98.04348467,KS20-0487,50 - 100,0.34999999999999998,1.6372242845848044
GMP-Field-64,2020,6549,37.96196165,-98.04359274,KS20-0488,0 - 15,1.04,1.409752152807336
GMP-Field-64,2020,6549,37.96196165,-98.04359274,KS20-0489,15 - 30,0.70999999999999996,1.6520424279492816
GMP-Field-64,2020,6549,37.96196165,-98.04359274,KS20-0490,30 - 50,0.68000000000000005,1.4881638014489544
GMP-Field-64,2020,6549,37.96196165,-98.04359274,KS20-0491,50 - 100,0.37,1.7402459117866926
GMP-Field-64,2020,6550,37.96178206,-98.0424583,KS20-0492,0 - 15,1.1799999999999999,1.5305528485342292
GMP-Field-64,2020,6550,37.96178206,-98.0424583,KS20-0493,15 - 30,0.81999999999999995,1.6166590712115665
GMP-Field-64,2020,6550,37.96178206,-98.0424583,KS20-0494,30 - 50,0.84999999999999998,1.5488387589373074
GMP-Field-64,2020,6550,37.96178206,-98.0424583,KS20-0495,50 - 98,0.37,1.6895388148819777
GMP-Field-64,2020,6551,37.96086972,-98.04304045,KS20-0496,0 - 15,1.1899999999999999,1.5349425905785183
GMP-Field-64,2020,6551,37.96086972,-98.04304045,KS20-0497,15 - 30,0.67000000000000004,1.6390860237799496
GMP-Field-64,2020,6551,37.96086972,-98.04304045,KS20-0498,30 - 50,0.56000000000000005,1.6026605022012106
GMP-Field-64,2020,6551,37.96086972,-98.04304045,KS20-0499,50 - 100,0.20999999999999999,1.7404076458275672
GMP-Field-64,2020,6552,37.96051458,-98.04271764,KS20-0500,0 - 15,0.92000000000000004,1.5170694170742076
GMP-Field-64,2020,6552,37.96051458,-98.04271764,KS20-0501,15 - 30,0.67000000000000004,1.5670008901840973
GMP-Field-64,2020,6552,37.96051458,-98.04271764,KS20-0502,30 - 50,0.52000000000000002,1.5805617742793217
GMP-Field-64,2020,6552,37.96051458,-98.04271764,KS20-0503,50 - 99,0.28000000000000003,1.8244345024249975
GMP-Field-64,2020,6553,37.95978727,-98.0422457,KS20-0504,0 - 15,1.24,1.4102148262872241
GMP-Field-64,2020,6553,37.95978727,-98.0422457,KS20-0505,15 - 30,0.77000000000000002,1.5792080461135012
GMP-Field-64,2020,6553,37.95978727,-98.0422457,KS20-0506,30 - 50,0.68999999999999995,1.4946983614415392
GMP-Field-64,2020,6553,37.95978727,-98.0422457,KS20-0507,50 - 98,0.46999999999999997,1.5482284633145855
GMP-Field-64,2020,6554,37.95949947,-98.04213094,KS20-0508,0 - 15,1.3200000000000001,1.3301046570526018
GMP-Field-64,2020,6554,37.95949947,-98.04213094,KS20-0509,15 - 30,0.73999999999999999,1.4763691328813975
